Date,Store Location,Product Category,Product Name,Quantity Sold,Unit Price (₦),Total Sales (₦),Payment Method,Salesperson
10/03/2025,Maitama,Household Items,Detergent,2,394.52,789.04,POS,Emeka
10/03/2025,Wuse,Uncategorised,Unknown Product,0,627.74,-500,POS,Bola
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,-360.84,0,Transfer,Alice
10/03/2025,Wuse,Uncategorised,Unknown Product,0,1256.51,0,Cash,Alice
10/03/2025,Central Area,Uncategorised,Unknown Product,-1,59.98,0,POS,Bola
10/03/2025,Gwarinpa,Beverages,Coca-Cola,1000,65.1,65100,,Dami
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,0,363.72,0,Cash,Dami
10/03/2025,Wuse,Snacks,Cake,0,441.4,100000,Cash,Unknown
10/03/2025,Utako,Beverages,Pepsi,1000,1740.85,1740850,Cash,Chinedu
10/03/2025,Garki,Snacks,Chin Chin,0,326.89,100000,Transfer,Bola
10/03/2025,Wuse,Household Items,Air Freshener,-1,533.5,-500,Transfer,Alice
10/03/2025,Garki,Household Items,Detergent,1000,258.62,258620,,Dami
10/03/2025,Central Area,Uncategorised,Unknown Product,1000,1454.78,1454780,Cash,Dami
10/03/2025,Central Area,Beverages,Five Alive Juice,1000,1417.66,1417660,POS,Emeka
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,0,-183.68,100000,POS,Unknown
10/03/2025,Gwarinpa,Beverages,Pepsi,-1,-250.94,0,,Chinedu
10/03/2025,Wuse,Household Items,Detergent,1000,163.81,163810,,Unknown
10/03/2025,Gwarinpa,Snacks,Biscuits,0,1152.77,100000,,Alice
10/03/2025,Central Area,Beverages,Coca-Cola,-1,-155.72,0,Cash,Dami
10/03/2025,Utako,Uncategorised,Unknown Product,0,1633.28,100000,Cash,Dami
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,-1,599.87,0,POS,Bola
10/03/2025,Central Area,Uncategorised,Unknown Product,0,913.95,0,,Bola
10/03/2025,Garki,Snacks,Biscuits,0,-405.64,100000,Transfer,Fatima
10/03/2025,Wuse,Beverages,Pepsi,14,514.97,7209.58,Cash,Cynthia
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,-41.92,100000,Cash,Fatima
10/03/2025,Central Area,Household Items,Air Freshener,0,1822.01,100000,,Emeka
10/03/2025,Maitama,Snacks,Plantain Chips,0,762.76,100000,,Chinedu
10/03/2025,Central Area,Snacks,Plantain Chips,0,1448.07,-500,Cash,Cynthia
10/03/2025,Garki,Household Items,Hand Sanitizer,1000,254.42,254420,POS,Cynthia
10/03/2025,Maitama,Snacks,Biscuits,-1,1816.05,100000,,Chinedu
10/03/2025,Gwarinpa,Household Items,Hand Sanitizer,0,1724.64,0,Transfer,Unknown
10/03/2025,Wuse,Uncategorised,Unknown Product,1000,-381.9,0,POS,Emeka
10/03/2025,Garki,Uncategorised,Unknown Product,0,882.01,100000,,Unknown
10/03/2025,Maitama,Household Items,Dish Soap,13,-364.3,-500,POS,Unknown
10/03/2025,Wuse,Snacks,Chin Chin,1000,622.04,622040,,Chinedu
10/03/2025,Garki,Beverages,Fanta,-1,1117.1,-500,,Emeka
10/03/2025,Central Area,Household Items,Air Freshener,4,634.98,2539.92,Transfer,Fatima
10/03/2025,Central Area,Uncategorised,Unknown Product,1000,1988.33,1988330,Transfer,Dami
10/03/2025,Gwarinpa,Snacks,Chin Chin,0,-315.8,100000,Cash,Dami
10/03/2025,Wuse,Uncategorised,Unknown Product,0,1562.29,0,,Unknown
10/03/2025,Wuse,Household Items,Air Freshener,-1,26.41,0,POS,Dami
10/03/2025,Wuse,Household Items,Hand Sanitizer,3,-103.89,0,Cash,Fatima
10/03/2025,Central Area,Uncategorised,Unknown Product,2,-260.46,100000,POS,Alice
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,181.64,181640,Transfer,Unknown
10/03/2025,Wuse,Household Items,Detergent,0,-464.34,100000,Transfer,Chinedu
10/03/2025,Garki,Uncategorised,Unknown Product,-1,-146.41,100000,POS,Bola
10/03/2025,Garki,Beverages,Water,0,-291.97,0,,Alice
10/03/2025,Maitama,Household Items,Dish Soap,-1,-497.15,100000,Transfer,Fatima
10/03/2025,Wuse,Beverages,Five Alive Juice,1000,100.35,100350,Transfer,Alice
10/03/2025,Garki,Uncategorised,Unknown Product,-1,1978.52,0,Transfer,Fatima
10/03/2025,Wuse,Uncategorised,Unknown Product,0,1656.74,0,Transfer,Chinedu
10/03/2025,Central Area,Snacks,Plantain Chips,1000,-110.41,100000,POS,Cynthia
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,-1,-417.67,-500,Transfer,Chinedu
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,6,-24.66,-500,,Unknown
10/03/2025,Central Area,Household Items,Toilet Roll,-1,-481.61,100000,Transfer,Alice
10/03/2025,Wuse,Uncategorised,Unknown Product,16,-3.96,0,Transfer,Unknown
10/03/2025,Wuse,Snacks,Plantain Chips,16,243.58,3897.28,POS,Cynthia
10/03/2025,Central Area,Uncategorised,Unknown Product,0,943.33,0,POS,Unknown
10/03/2025,Wuse,Snacks,Cake,-1,680.98,100000,,Alice
10/03/2025,Central Area,Uncategorised,Unknown Product,0,879.17,-500,,Emeka
10/03/2025,Central Area,Uncategorised,Unknown Product,1000,1924.69,1924690,Transfer,Unknown
10/03/2025,Wuse,Household Items,Hand Sanitizer,0,-250.08,100000,POS,Alice
10/03/2025,Central Area,Beverages,Pepsi,10,1962.82,19628.2,POS,Fatima
10/03/2025,Maitama,Uncategorised,Unknown Product,3,1245.31,3735.93,Transfer,Bola
10/03/2025,Wuse,Snacks,Meat Pie,0,1726.72,0,POS,Emeka
10/03/2025,Gwarinpa,Snacks,Cake,12,575,6900,,Cynthia
10/03/2025,Utako,Uncategorised,Unknown Product,3,1330.93,3992.79,Cash,Alice
10/03/2025,Garki,Uncategorised,Unknown Product,1000,1064.9,1064900,Transfer,Dami
10/03/2025,Gwarinpa,Household Items,Toilet Roll,1000,163.2,163200,Transfer,Alice
10/03/2025,Wuse,Household Items,Air Freshener,1000,698.33,698330,POS,Alice
10/03/2025,Central Area,Beverages,Water,0,76.66,100000,Transfer,Unknown
10/03/2025,Utako,Household Items,Detergent,6,759.36,4556.16,Cash,Unknown
10/03/2025,Central Area,Household Items,Detergent,1000,1818.95,1818950,Cash,Unknown
10/03/2025,Wuse,Snacks,Meat Pie,0,-261.84,0,,Emeka
10/03/2025,Wuse,Uncategorised,Unknown Product,1000,1318.95,1318950,Cash,Dami
10/03/2025,Gwarinpa,Household Items,Detergent,1000,227.08,227080,POS,Fatima
10/03/2025,Central Area,Uncategorised,Unknown Product,10,432.8,4328,Transfer,Chinedu
10/03/2025,Utako,Uncategorised,Unknown Product,-1,1680.95,0,,Chinedu
10/03/2025,Central Area,Beverages,Coca-Cola,20,1993.21,39864.2,Cash,Emeka
10/03/2025,Utako,Beverages,Pepsi,4,1357.63,5430.52,POS,Alice
10/03/2025,Wuse,Uncategorised,Unknown Product,0,728.98,-500,POS,Emeka
10/03/2025,Wuse,Beverages,Water,1000,577.24,577240,Transfer,Unknown
10/03/2025,Central Area,Beverages,Five Alive Juice,0,1571.98,0,Transfer,Chinedu
10/03/2025,Central Area,Snacks,Chin Chin,0,301.72,0,Transfer,Alice
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1466.5,1466500,,Fatima
10/03/2025,Utako,Beverages,Five Alive Juice,0,1323.23,100000,POS,Chinedu
10/03/2025,Utako,Uncategorised,Unknown Product,7,1630.48,11413.36,Cash,Unknown
10/03/2025,Gwarinpa,Beverages,Coca-Cola,-1,-472.41,-500,,Alice
10/03/2025,Wuse,Uncategorised,Unknown Product,1000,261.29,261290,POS,Emeka
10/03/2025,Utako,Uncategorised,Unknown Product,0,1190.28,100000,,Fatima
10/03/2025,Garki,Household Items,Dish Soap,1000,1820.12,1820120,,Dami
10/03/2025,Central Area,Household Items,Air Freshener,11,570.79,6278.69,Transfer,Fatima
10/03/2025,Maitama,Beverages,Five Alive Juice,0,973.85,-500,Transfer,Dami
10/03/2025,Wuse,Uncategorised,Unknown Product,0,1248.83,100000,POS,Chinedu
10/03/2025,Wuse,Snacks,Cake,-1,1894.19,100000,,Cynthia
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,-1,940.27,-500,Cash,Dami
10/03/2025,Gwarinpa,Snacks,Biscuits,0,1502.97,0,POS,Alice
10/03/2025,Utako,Beverages,Five Alive Juice,0,1475.96,100000,POS,Cynthia
10/03/2025,Central Area,Uncategorised,Unknown Product,-1,621.34,-500,Cash,Unknown
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1321.96,1321960,POS,Alice
10/03/2025,Maitama,Uncategorised,Unknown Product,-1,685.95,-500,POS,Alice
10/03/2025,Gwarinpa,Beverages,Water,2,-185.65,100000,Cash,Bola
10/03/2025,Maitama,Snacks,Chin Chin,1000,253.9,253900,Cash,Unknown
10/03/2025,Central Area,Snacks,Plantain Chips,1000,1221.68,1221680,,Cynthia
10/03/2025,Wuse,Household Items,Detergent,7,1456.86,10198.02,POS,Unknown
10/03/2025,Wuse,Snacks,Chin Chin,-1,206.83,-500,,Bola
10/03/2025,Central Area,Household Items,Hand Sanitizer,-1,854.41,0,Transfer,Emeka
10/03/2025,Garki,Uncategorised,Unknown Product,-1,1063.28,-500,POS,Alice
10/03/2025,Central Area,Uncategorised,Unknown Product,1000,209.11,209110,Transfer,Unknown
10/03/2025,Maitama,Beverages,Five Alive Juice,-1,843.72,-500,,Alice
10/03/2025,Gwarinpa,Household Items,Dish Soap,-1,1740.15,-500,POS,Unknown
10/03/2025,Garki,Uncategorised,Unknown Product,14,953.56,13349.84,Transfer,Emeka
10/03/2025,Utako,Household Items,Dish Soap,8,1088.34,8706.72,POS,Cynthia
10/03/2025,Garki,Snacks,Plantain Chips,0,447.3,0,Cash,Fatima
10/03/2025,Wuse,Snacks,Meat Pie,0,1514.59,0,,Chinedu
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,5,1534.08,7670.4,POS,Alice
10/03/2025,Utako,Uncategorised,Unknown Product,20,936.65,18733,Cash,Fatima
10/03/2025,Central Area,Beverages,Fanta,0,1918.79,100000,,Dami
10/03/2025,Gwarinpa,Snacks,Meat Pie,0,1603.09,100000,POS,Bola
10/03/2025,Wuse,Uncategorised,Unknown Product,1000,526.71,526710,Transfer,Fatima
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1083.78,1083780,Cash,Chinedu
10/03/2025,Garki,Uncategorised,Unknown Product,1000,974.05,974050,Transfer,Unknown
10/03/2025,Gwarinpa,Household Items,Detergent,1,-196.01,0,Transfer,Unknown
10/03/2025,Central Area,Uncategorised,Unknown Product,0,1980.48,0,Transfer,Chinedu
10/03/2025,Wuse,Uncategorised,Unknown Product,-1,1442.64,-500,POS,Bola
10/03/2025,Gwarinpa,Household Items,Toilet Roll,0,-365.83,0,POS,Dami
10/03/2025,Maitama,Snacks,Meat Pie,0,942.34,-500,POS,Chinedu
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1027.94,100000,,Chinedu
10/03/2025,Maitama,Uncategorised,Unknown Product,1000,101.29,101290,POS,Emeka
10/03/2025,Maitama,Household Items,Air Freshener,4,223.74,894.96,POS,Emeka
10/03/2025,Central Area,Uncategorised,Unknown Product,15,1800.05,27000.75,,Alice
10/03/2025,Utako,Beverages,Water,-1,964.08,-500,Cash,Unknown
10/03/2025,Utako,Household Items,Hand Sanitizer,-1,944.55,-500,POS,Bola
10/03/2025,Maitama,Household Items,Hand Sanitizer,1000,595.51,595510,Cash,Alice
10/03/2025,Central Area,Uncategorised,Unknown Product,12,-258.25,100000,,Fatima
10/03/2025,Wuse,Beverages,Water,7,873.06,6111.42,Cash,Dami
10/03/2025,Maitama,Household Items,Dish Soap,1000,513.12,513120,POS,Unknown
10/03/2025,Garki,Beverages,Pepsi,-1,1641.86,100000,Transfer,Chinedu
10/03/2025,Wuse,Beverages,Pepsi,1000,780.54,780540,Transfer,Unknown
10/03/2025,Wuse,Snacks,Meat Pie,1000,121.49,121490,Cash,Fatima
10/03/2025,Gwarinpa,Beverages,Pepsi,6,-249.31,100000,Cash,Alice
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,-189.55,100000,Transfer,Unknown
10/03/2025,Central Area,Beverages,Pepsi,0,520.28,100000,POS,Dami
10/03/2025,Wuse,Household Items,Air Freshener,1000,882.94,882940,Cash,Dami
10/03/2025,Utako,Beverages,Coca-Cola,1000,-168.03,100000,,Cynthia
10/03/2025,Central Area,Beverages,Water,0,1543.1,-500,POS,Unknown
10/03/2025,Central Area,Uncategorised,Unknown Product,-1,-320.99,100000,Transfer,Alice
10/03/2025,Maitama,Snacks,Cake,7,214.45,1501.15,Cash,Alice
10/03/2025,Gwarinpa,Beverages,Coca-Cola,-1,1828.97,0,Transfer,Alice
10/03/2025,Maitama,Household Items,Detergent,0,-369.1,100000,Cash,Alice
10/03/2025,Garki,Household Items,Hand Sanitizer,-1,955.92,100000,,Dami
10/03/2025,Gwarinpa,Household Items,Dish Soap,1000,780.09,780090,Cash,Dami
10/03/2025,Central Area,Beverages,Water,7,76.95,538.65,Transfer,Dami
10/03/2025,Wuse,Uncategorised,Unknown Product,-1,890.85,-500,Cash,Alice
10/03/2025,Gwarinpa,Uncategorised,Unknown Product,18,1430.23,25744.14,,Bola
10/03/2025,Wuse,Household Items,Dish Soap,1000,431.43,431430,POS,Emeka
10/03/2025,Gwarinpa,Household Items,Detergent,0,1346.89,0,Cash,Cynthia
10/03/2025,Gwarinpa,Beverages,Fanta,-1,1477.31,-500,Transfer,Dami
10/03/2025,Wuse,Uncategorised,Unknown Product,1000,300.58,300580,Cash,Chinedu
10/03/2025,Wuse,Uncategorised,Unknown Product,0,-497.74,-500,POS,Alice
10/03/2025,Central Area,Snacks,Meat Pie,1000,1388.4,1388400,POS,Unknown
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,18,1601.99,28835.82,,Unknown
11/03/2025,Gwarinpa,Snacks,Chin Chin,1000,-214.19,100000,,Fatima
11/03/2025,Utako,Beverages,Coca-Cola,1000,1262.21,1262210,POS,Unknown
11/03/2025,Maitama,Uncategorised,Unknown Product,4,511.41,2045.64,,Chinedu
11/03/2025,Maitama,Snacks,Cake,0,227.66,-500,Transfer,Alice
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,0,1255.23,-500,POS,Bola
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1282.83,1282830,Transfer,Unknown
11/03/2025,Central Area,Snacks,Chin Chin,0,1873.72,-500,,Emeka
11/03/2025,Garki,Beverages,Pepsi,1000,449.63,449630,Transfer,Dami
11/03/2025,Utako,Uncategorised,Unknown Product,16,1927.16,30834.56,Transfer,Unknown
11/03/2025,Gwarinpa,Beverages,Water,10,741.59,7415.9,Cash,Unknown
11/03/2025,Wuse,Beverages,Coca-Cola,5,1632.58,8162.9,Cash,Dami
11/03/2025,Garki,Snacks,Biscuits,18,347.78,6260.04,POS,Emeka
11/03/2025,Wuse,Uncategorised,Unknown Product,15,392.34,5885.1,Transfer,Dami
11/03/2025,Garki,Snacks,Meat Pie,1000,1752.08,1752080,POS,Bola
11/03/2025,Maitama,Beverages,Water,-1,164.8,0,Cash,Unknown
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,1453.97,1453970,POS,Fatima
11/03/2025,Utako,Beverages,Five Alive Juice,3,1465.75,4397.25,Cash,Bola
11/03/2025,Wuse,Snacks,Biscuits,-1,294.8,-500,,Emeka
11/03/2025,Central Area,Uncategorised,Unknown Product,19,-272.83,100000,Transfer,Chinedu
11/03/2025,Central Area,Beverages,Five Alive Juice,0,1562.1,0,POS,Unknown
11/03/2025,Gwarinpa,Snacks,Chin Chin,0,1079.52,0,Transfer,Emeka
11/03/2025,Garki,Uncategorised,Unknown Product,-1,783.35,100000,POS,Alice
11/03/2025,Utako,Beverages,Fanta,1000,942.81,942810,Cash,Alice
11/03/2025,Wuse,Uncategorised,Unknown Product,-1,505.28,100000,Transfer,Unknown
11/03/2025,Wuse,Snacks,Biscuits,1000,1422.36,1422360,Cash,Dami
11/03/2025,Wuse,Uncategorised,Unknown Product,1000,835.45,835450,Cash,Chinedu
11/03/2025,Central Area,Beverages,Fanta,0,-331.52,100000,Cash,Alice
11/03/2025,Gwarinpa,Beverages,Five Alive Juice,3,471.27,1413.81,,Cynthia
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1458.6,0,Transfer,Emeka
11/03/2025,Gwarinpa,Household Items,Dish Soap,1000,453.93,453930,Cash,Unknown
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,0,-493.54,0,,Bola
11/03/2025,Wuse,Uncategorised,Unknown Product,16,-451.53,-500,Cash,Chinedu
11/03/2025,Central Area,Household Items,Hand Sanitizer,18,-250.37,100000,POS,Cynthia
11/03/2025,Central Area,Uncategorised,Unknown Product,1000,369.03,369030,,Emeka
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,0,991.91,-500,POS,Alice
11/03/2025,Wuse,Uncategorised,Unknown Product,1000,-302.42,100000,Transfer,Alice
11/03/2025,Gwarinpa,Household Items,Dish Soap,-1,234.87,100000,,Alice
11/03/2025,Garki,Household Items,Detergent,-1,1273.93,100000,,Alice
11/03/2025,Central Area,Uncategorised,Unknown Product,1000,507.19,507190,Cash,Alice
11/03/2025,Wuse,Household Items,Hand Sanitizer,-1,1620.92,-500,POS,Alice
11/03/2025,Wuse,Beverages,Water,-1,1242.81,0,Transfer,Cynthia
11/03/2025,Wuse,Beverages,Water,-1,711.79,-500,,Chinedu
11/03/2025,Central Area,Household Items,Dish Soap,1000,23.18,23180,POS,Chinedu
11/03/2025,Utako,Household Items,Detergent,-1,676.38,-500,Cash,Unknown
11/03/2025,Maitama,Uncategorised,Unknown Product,0,1336.68,100000,,Chinedu
11/03/2025,Maitama,Household Items,Dish Soap,1000,970.96,970960,,Alice
11/03/2025,Central Area,Uncategorised,Unknown Product,1000,150.77,150770,Cash,Bola
11/03/2025,Wuse,Beverages,Coca-Cola,6,1393.23,8359.38,,Cynthia
11/03/2025,Maitama,Beverages,Five Alive Juice,2,-441.36,0,,Fatima
11/03/2025,Wuse,Beverages,Five Alive Juice,-1,1699.9,-500,POS,Bola
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,-1,-372.21,-500,Cash,Cynthia
11/03/2025,Garki,Uncategorised,Unknown Product,-1,1682.75,100000,,Alice
11/03/2025,Wuse,Uncategorised,Unknown Product,-1,596.22,0,Cash,Alice
11/03/2025,Central Area,Snacks,Chin Chin,1000,1086.2,1086200,Transfer,Bola
11/03/2025,Gwarinpa,Beverages,Coca-Cola,11,-206.3,100000,,Chinedu
11/03/2025,Central Area,Household Items,Detergent,10,871.98,8719.8,,Alice
11/03/2025,Garki,Beverages,Coca-Cola,-1,1085.03,-500,Transfer,Dami
11/03/2025,Gwarinpa,Beverages,Pepsi,1000,1189.91,1189910,Cash,Emeka
11/03/2025,Maitama,Uncategorised,Unknown Product,6,818.62,4911.72,POS,Fatima
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,12,-231.2,100000,Cash,Chinedu
11/03/2025,Central Area,Uncategorised,Unknown Product,1000,-365.66,0,Cash,Unknown
11/03/2025,Central Area,Uncategorised,Unknown Product,1000,527.94,527940,,Chinedu
11/03/2025,Central Area,Uncategorised,Unknown Product,3,1097.17,3291.51,POS,Dami
11/03/2025,Utako,Beverages,Fanta,0,556.17,-500,,Alice
11/03/2025,Central Area,Uncategorised,Unknown Product,1000,-426.88,0,Transfer,Chinedu
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,0,1166.77,100000,,Alice
11/03/2025,Central Area,Uncategorised,Unknown Product,-1,-297.85,-500,POS,Unknown
11/03/2025,Wuse,Uncategorised,Unknown Product,13,1225.68,15933.84,Cash,Emeka
11/03/2025,Gwarinpa,Household Items,Dish Soap,0,586.92,100000,Transfer,Alice
11/03/2025,Utako,Uncategorised,Unknown Product,2,277.06,554.12,,Fatima
11/03/2025,Wuse,Household Items,Toilet Roll,-1,-442.2,100000,Transfer,Chinedu
11/03/2025,Wuse,Beverages,Pepsi,16,-218.65,-500,POS,Cynthia
11/03/2025,Utako,Beverages,Fanta,0,936.51,-500,Cash,Cynthia
11/03/2025,Utako,Household Items,Hand Sanitizer,13,1076.21,13990.73,,Unknown
11/03/2025,Central Area,Uncategorised,Unknown Product,20,518.68,10373.6,POS,Fatima
11/03/2025,Wuse,Household Items,Air Freshener,7,1903.83,13326.81,Transfer,Chinedu
11/03/2025,Central Area,Household Items,Detergent,0,-348.07,100000,Transfer,Unknown
11/03/2025,Garki,Snacks,Meat Pie,15,482.28,7234.2,Transfer,Unknown
11/03/2025,Gwarinpa,Snacks,Cake,-1,526.18,0,POS,Alice
11/03/2025,Maitama,Uncategorised,Unknown Product,1000,-397.39,0,Cash,Chinedu
11/03/2025,Garki,Uncategorised,Unknown Product,0,1758.94,0,,Alice
11/03/2025,Garki,Beverages,Five Alive Juice,-1,175.71,0,Transfer,Bola
11/03/2025,Central Area,Household Items,Air Freshener,1000,-25.94,0,POS,Dami
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,11,356.96,3926.56,Cash,Alice
11/03/2025,Gwarinpa,Household Items,Air Freshener,-1,501.77,100000,Cash,Alice
11/03/2025,Central Area,Uncategorised,Unknown Product,-1,936.12,100000,POS,Emeka
11/03/2025,Central Area,Household Items,Detergent,-1,-199.74,0,Cash,Bola
11/03/2025,Wuse,Uncategorised,Unknown Product,1000,517.92,517920,Transfer,Unknown
11/03/2025,Gwarinpa,Beverages,Fanta,8,317.72,2541.76,,Fatima
11/03/2025,Wuse,Uncategorised,Unknown Product,0,1414.94,100000,,Chinedu
11/03/2025,Maitama,Beverages,Fanta,-1,496.1,-500,POS,Emeka
11/03/2025,Wuse,Household Items,Hand Sanitizer,1000,89.83,89830,POS,Alice
11/03/2025,Central Area,Household Items,Detergent,0,124.42,100000,,Unknown
11/03/2025,Central Area,Uncategorised,Unknown Product,-1,935.53,-500,Cash,Alice
11/03/2025,Central Area,Uncategorised,Unknown Product,0,638.25,-500,POS,Dami
11/03/2025,Central Area,Household Items,Air Freshener,0,957.07,0,POS,Emeka
11/03/2025,Central Area,Beverages,Five Alive Juice,0,1413.63,-500,Cash,Bola
11/03/2025,Gwarinpa,Beverages,Pepsi,1000,552.73,552730,POS,Chinedu
11/03/2025,Central Area,Snacks,Meat Pie,1000,-23.55,100000,Transfer,Chinedu
11/03/2025,Maitama,Snacks,Cake,-1,404.13,-500,Transfer,Fatima
11/03/2025,Central Area,Uncategorised,Unknown Product,1,1144.25,1144.25,Transfer,Unknown
11/03/2025,Central Area,Household Items,Detergent,1000,1311.13,1311130,POS,Bola
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1675.02,-500,Cash,Unknown
11/03/2025,Central Area,Household Items,Air Freshener,3,1362.95,4088.85,Cash,Emeka
11/03/2025,Wuse,Beverages,Five Alive Juice,0,543.72,100000,POS,Unknown
11/03/2025,Utako,Beverages,Coca-Cola,6,811.97,4871.82,Transfer,Bola
11/03/2025,Maitama,Household Items,Toilet Roll,-1,1657.25,100000,,Cynthia
11/03/2025,Gwarinpa,Beverages,Fanta,0,732.09,0,POS,Alice
11/03/2025,Garki,Uncategorised,Unknown Product,17,1611.49,27395.33,Transfer,Dami
11/03/2025,Wuse,Household Items,Toilet Roll,0,1078.69,100000,,Fatima
11/03/2025,Wuse,Uncategorised,Unknown Product,1,1714.11,1714.11,Cash,Fatima
11/03/2025,Wuse,Household Items,Hand Sanitizer,18,986.5,17757,Transfer,Chinedu
11/03/2025,Garki,Uncategorised,Unknown Product,1000,908.98,908980,POS,Fatima
11/03/2025,Maitama,Uncategorised,Unknown Product,1,1675.8,1675.8,,Alice
11/03/2025,Maitama,Snacks,Cake,1000,-263.47,100000,Cash,Fatima
11/03/2025,Gwarinpa,Snacks,Chin Chin,0,757.86,100000,Transfer,Unknown
11/03/2025,Wuse,Uncategorised,Unknown Product,1000,-436.98,-500,Transfer,Dami
11/03/2025,Wuse,Beverages,Water,1000,60.26,60260,Cash,Dami
11/03/2025,Utako,Beverages,Fanta,0,172.34,-500,Transfer,Fatima
11/03/2025,Central Area,Uncategorised,Unknown Product,0,954.16,0,POS,Chinedu
11/03/2025,Garki,Household Items,Air Freshener,0,1536.77,-500,,Emeka
11/03/2025,Garki,Beverages,Water,1000,849.63,849630,POS,Chinedu
11/03/2025,Gwarinpa,Household Items,Toilet Roll,-1,1392.8,100000,Cash,Alice
11/03/2025,Maitama,Snacks,Meat Pie,4,937.2,3748.8,Cash,Chinedu
11/03/2025,Central Area,Uncategorised,Unknown Product,-1,1977.5,100000,POS,Unknown
11/03/2025,Wuse,Beverages,Pepsi,1000,-461.95,-500,Cash,Emeka
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,1000,80.56,80560,Transfer,Bola
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1551.14,0,,Unknown
11/03/2025,Gwarinpa,Household Items,Dish Soap,-1,1229.96,-500,Cash,Alice
11/03/2025,Gwarinpa,Snacks,Meat Pie,1000,1733.27,1733270,Cash,Bola
11/03/2025,Central Area,Uncategorised,Unknown Product,16,1983.17,31730.72,POS,Dami
11/03/2025,Utako,Uncategorised,Unknown Product,-1,174.87,-500,POS,Dami
11/03/2025,Garki,Snacks,Cake,-1,1006.28,100000,,Bola
11/03/2025,Central Area,Beverages,Water,-1,634.54,100000,,Alice
11/03/2025,Central Area,Snacks,Cake,-1,1864.73,0,POS,Chinedu
11/03/2025,Utako,Uncategorised,Unknown Product,1,839.03,839.03,POS,Bola
11/03/2025,Gwarinpa,Snacks,Plantain Chips,-1,1794.87,0,Cash,Alice
11/03/2025,Gwarinpa,Beverages,Water,20,690.5,13810,,Cynthia
11/03/2025,Maitama,Uncategorised,Unknown Product,-1,1130.35,0,Transfer,Cynthia
11/03/2025,Wuse,Household Items,Toilet Roll,16,1689.36,27029.76,Cash,Bola
11/03/2025,Central Area,Household Items,Air Freshener,-1,335.64,0,,Bola
11/03/2025,Gwarinpa,Snacks,Chin Chin,1000,1035.52,1035520,POS,Chinedu
11/03/2025,Gwarinpa,Household Items,Air Freshener,0,1281.85,-500,Cash,Emeka
11/03/2025,Wuse,Beverages,Fanta,-1,1488.4,100000,,Emeka
11/03/2025,Gwarinpa,Household Items,Hand Sanitizer,-1,-287.78,100000,Transfer,Dami
11/03/2025,Utako,Uncategorised,Unknown Product,-1,567.6,0,Transfer,Alice
11/03/2025,Garki,Household Items,Dish Soap,-1,968.99,100000,Cash,Emeka
11/03/2025,Wuse,Uncategorised,Unknown Product,0,1384.55,100000,Cash,Cynthia
11/03/2025,Garki,Household Items,Air Freshener,0,1329.04,100000,Cash,Dami
11/03/2025,Wuse,Uncategorised,Unknown Product,0,765.49,0,POS,Bola
11/03/2025,Wuse,Snacks,Plantain Chips,-1,505.97,100000,Cash,Emeka
11/03/2025,Wuse,Snacks,Biscuits,0,1068.5,0,POS,Emeka
11/03/2025,Wuse,Household Items,Air Freshener,-1,602.26,100000,Transfer,Emeka
11/03/2025,Central Area,Beverages,Fanta,1000,913,913000,POS,Emeka
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,0,1136.69,0,,Fatima
11/03/2025,Central Area,Snacks,Meat Pie,20,1831.2,36624,POS,Alice
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,10,1361.37,13613.7,Transfer,Cynthia
11/03/2025,Central Area,Snacks,Plantain Chips,0,889.95,-500,Transfer,Alice
11/03/2025,Gwarinpa,Uncategorised,Unknown Product,-1,1613.06,100000,Cash,Unknown
